"x","y"
10.489404031806593,97.97092321943381
18.069901774701304,134.3020446085079
31.238176503709358,181.05268748036687
35.04574471501656,202.50211142217586
16.286263986386306,124.40511610331322
18.975602630616084,136.412951308453
47.59615228965639,253.91347942063882
10.702409152355097,105.67335181352661
2.2886821741974317,66.1327948965241
7.348155990489591,84.53138587281201
42.06420794569089,229.17826029457828
44.388235382041486,240.35889989761662
12.429181179649095,109.13304743651248
10.873502242212696,98.50239202444656
10.737589279986004,101.72156254948585
28.74870815249966,173.88741492338988
43.61994831656053,238.5742810878467
13.74635219720669,115.0714276486556
2.58230685102091,73.24730840000495
3.805113835720575,70.44392181630653
44.330581695604174,239.4613657130091
24.136365745023593,154.68846657725518
16.425797263907207,120.77323405892504
0.8874818108352001,60.935514657109636
11.516707949306081,106.49681842531305
35.17815160440271,198.44324826471703
5.260931148470749,78.8076054312917
37.9049056550947,214.26940399950917
42.808135464149856,228.9525519134148
28.38351900508901,172.1435116722124
38.29226554628683,208.26005749558556
16.48448674272167,123.90305904261857
40.5800217350403,218.44145137209802
15.128636594501488,125.3878287940845
41.91211360038227,224.6675347615543
15.685278446541396,120.58551082665704
18.820747825642094,132.59714534439192
27.959533603569177,175.5275169115635
29.621078000699764,178.44775682957925
5.4029096296517976,83.59073576467085
4.5681565428663635,81.17914937174888
26.76626802651303,171.55401939637167
32.63641762393996,187.76707658474345
47.32799018104446,253.57589440021695
40.6175681330699,225.63850249243558
42.0554505037682,227.3529336466965
37.34298752623434,212.92853127824327
13.131710079311553,108.89952073921816
22.92713178702288,147.4844583465558
23.260643261709934,149.51772577378867
46.41291351868673,249.3735612436993
15.854274417075388,120.48166157597575
17.017587466982853,124.79281806476224
34.28391685204154,195.24859486079552
19.86239456995006,142.10296687705625
33.218582466083866,189.97088431247346
18.656145592249096,136.29862228130253
14.801049272959055,121.09471344871719
24.856983954587452,158.06279208543924
36.293541738464086,200.8932442129639
27.993668108835234,175.68571767155711
35.67155958707981,207.27898291042817
20.93607612338776,140.17575319497902
15.324880746125402,122.8292946864498
26.19352230333639,162.85841207874043
0.6660385356240139,65.49311940936752
28.63975041142449,171.09552636659788
44.33799050855532,236.4383090454703
0.4090709797042624,64.84830761477913
24.886594308325517,161.5484292958892
47.769467530373156,254.0244370541703
42.81548873633811,230.97301150608914
38.81214956110717,216.0831673182968
21.132136104580145,141.72295691424628
30.808643856688267,182.58509666198987
36.81148420606832,212.23206188847564
24.10403361036154,158.27655372457448
23.15679630962679,147.96227099007442
41.39558532449661,227.6328451694771
33.86612949893089,199.97105954929472
18.450875160808156,133.21609930321287
18.111192166983937,132.00964605480098
8.67756580317205,90.58300707981469
16.644688945003196,127.57989965420238
39.480975106964934,218.47275862265457
34.099335542116584,196.51047577181654
24.73752074816914,158.47296873554254
6.176702388071353,85.0435554345446
48.97747973495387,253.0306297151387
21.804954340052884,152.1195554934294
27.439481012533506,174.61953473858586
4.342213971261355,76.55171413456998
42.398557049170485,226.6859150938652
27.865557859895574,171.88453750812215
19.775549559883586,137.93044183111928
10.23600575993565,102.98967845453114
0.8402669163282472,67.03867340060054
17.432597209788682,130.93092431061146
11.092460542432892,101.88003027888954
23.798388534545534,153.43483457075746
